timestamp,region,service_type,demand_units,capacity_allocated,cost_usd,availability_pct,customer_growth_rate,enterprise_it_spending_index
03-05-2023,West Europe,Storage,1286.0,1525,183.54,99.62,0.0362,0.836
03-05-2023,Central India,Compute,1770.0,2035,225.07,98.97,0.0222,0.902
03-05-2023,Central India,Storage,,759,64.36,99.69,0.0483,1.197
03-05-2023,Southeast Asia,Compute,753.0,944,,98.08,0.0186,1.129
03-05-2023,Southeast Asia,Storage,1285.0,1554,66.6,97.29,0.0449,1.088
04-05-2023,East US,Compute,1014.0,1211,117.94,97.33,0.011,1.191
04-05-2023,East US,Storage,1169.0,1228,61.32,98.72,0.0226,1.171
04-05-2023,West Europe,Compute,648.0,906,94.33,,0.0358,1.021
04-05-2023,west europe,Storage,687.0,764,49.28,99.7,0.0336,0.881
04-05-2023,Central India,compute,1610.0,1810,207.95,98.93,0.0464,1.064
04-05-2023,Central India,Storage,1776.0,2036,238.67,99.51,0.032,0.933
04-05-2023,Southeast Asia,Compute,927.0,1079,70.78,98.72,0.0214,0.818
04-05-2023,Southeast Asia,Storage,752.0,1026,81.99,98.91,0.0136,1.041
05-05-2023,East US,Compute,1808.0,1944,240.33,98.58,0.0401,0.944
05-05-2023,East US,Storage,1967.0,2020,269.64,98.33,0.0116,0.835
05-05-2023,West Europe,Compute,1198.0,1362,92.68,99.22,0.0485,0.871
05-05-2023,West Europe,Storage,1490.0,1616,214.03,99.01,0.0337,1.119
05-05-2023,Central India,Compute,662.0,941,91.99,97.41,0.0375,1.171
05-05-2023,Central India,Storage,1531.0,1733,199.1,99.41,0.0257,1.098
05-05-2023,Southeast Asia,compute,1280.0,1458,114.19,97.27,0.0153,0.968
05-05-2023,Southeast Asia,Storage,1455.0,1669,77.93,99.16,0.0138,0.942
06-05-2023,East US,Compute,1445.0,1592,211.07,97.96,0.0314,0.874
06-05-2023,East US,Storage,1560.0,1729,91.92,97.14,0.0471,1.001
06-05-2023,West Europe,Compute,1750.0,1815,100.89,98.57,0.0237,0.977
06-05-2023,West Europe,Storage,1938.0,2154,108.06,98.5,0.0165,1.075
06-05-2023,Central India,Compute,1032.0,1262,72.54,99.22,0.0197,1.1
06-05-2023,central india,Storage,1823.0,2029,177.49,98.19,0.0318,0.848
06-05-2023,Southeast Asia,Compute,1970.0,2204,116.18,97.93,0.0337,1.092
06-05-2023,Southeast Asia,Storage,1077.0,1341,150.55,98.11,0.0267,0.962
07-05-2023,East US,compute,1161.0,1424,148.68,97.86,0.0415,1.129
07-05-2023,East US,Storage,1979.0,2087,247.05,99.45,0.0481,0.849
07-05-2023,West Europe,Compute,1621.0,1794,98.41,98.6,0.0376,1.168
07-05-2023,West Europe,Storage,834.0,985,48.38,99.58,0.0177,0.856
07-05-2023,Central India,Compute,1238.0,1463,93.7,97.24,0.0401,1.108
07-05-2023,Central India,Storage,613.0,683,58.58,98.59,0.0302,0.949
07-05-2023,Southeast Asia,Compute,833.0,898,100.63,98.53,0.0385,1.044
07-05-2023,Southeast Asia,Storage,693.0,848,94.25,99.3,0.0478,0.8
08-05-2023,East US,Compute,785.0,957,61.82,99.87,0.0219,0.944
08-05-2023,East US,Storage,1888.0,2028,97.19,98.01,0.0411,1.197
08-05-2023,West Europe,Compute,1482.0,1604,156.99,99.7,0.0357,1.14
08-05-2023,West Europe,Storage,1416.0,1694,,98.42,0.0114,1.077
08-05-2023,Central India,Compute,,653,27.67,98.5,0.0209,0.953
08-05-2023,central india,Storage,532.0,813,37.46,98.4,0.0428,0.82
08-05-2023,southeast asia,Compute,1451.0,1555,,99.94,0.0125,0.825
08-05-2023,southeast asia,Storage,1739.0,1964,200.15,97.15,0.0319,0.993
09-05-2023,east us,Compute,668.0,847,41.74,,0.0118,0.958
09-05-2023,East US,Storage,,1898,194.88,97.32,0.0281,0.866
09-05-2023,West Europe,Compute,1823.0,2081,129.86,99.58,0.0383,1.076
09-05-2023,West Europe,Storage,899.0,1060,110.56,97.42,0.029,1.125
09-05-2023,Central India,Compute,1819.0,1918,219.95,,0.0346,1.141
09-05-2023,Central India,Storage,1738.0,2027,124.0,98.04,0.0431,1.09
09-05-2023,Southeast Asia,Compute,1379.0,1665,176.66,99.55,0.019,1.106
09-05-2023,Southeast Asia,storage,1931.0,2006,139.15,99.32,0.0321,1.162
10-05-2023,East US,Compute,1700.0,1890,,98.36,0.044,0.918
10-05-2023,East US,Storage,505.0,683,40.07,99.07,0.0127,0.875
10-05-2023,West Europe,Compute,609.0,677,57.3,99.12,0.043,0.802
10-05-2023,West Europe,Storage,1086.0,1313,55.6,98.16,0.0367,1.033
10-05-2023,Central India,Compute,588.0,779,33.36,97.57,0.0142,0.814
10-05-2023,Central India,Storage,1863.0,1960,117.61,99.11,0.0128,0.886
10-05-2023,Southeast Asia,Compute,1888.0,1942,261.14,98.19,0.0264,1.167
10-05-2023,Southeast Asia,Storage,1183.0,1472,173.99,98.08,0.0436,1.183
11-05-2023,East US,Compute,786.0,880,85.28,99.64,0.0494,0.933
11-05-2023,East US,Storage,1375.0,1608,145.09,99.32,0.0249,0.979
11-05-2023,west europe,Compute,1728.0,1815,100.28,99.1,0.0209,0.917
11-05-2023,West Europe,Storage,1414.0,1664,137.38,99.95,0.0404,0.816
11-05-2023,Central India,Compute,1861.0,2139,220.53,98.14,0.0402,1.119
11-05-2023,Central India,Storage,651.0,854,95.21,,0.0185,0.833
11-05-2023,Southeast Asia,Compute,1633.0,1796,137.31,97.76,0.0419,1.146
11-05-2023,Southeast Asia,Storage,765.0,1020,99.65,97.65,0.0228,0.959
12-05-2023,East US,Compute,909.0,1165,125.22,98.99,0.0469,0.851
12-05-2023,East US,Storage,1575.0,1834,135.09,98.18,0.0228,1.017
12-05-2023,West Europe,Compute,980.0,1188,94.62,99.89,0.0164,0.844
12-05-2023,West Europe,Storage,1818.0,1899,259.51,99.61,0.0411,0.852
12-05-2023,central india,Compute,968.0,1141,106.25,98.98,0.0213,1.113
12-05-2023,Central India,Storage,1871.0,2144,165.32,98.51,0.0283,1.004
12-05-2023,Southeast Asia,Compute,1615.0,1856,190.3,97.89,0.0122,0.937
12-05-2023,Southeast Asia,Storage,1474.0,1764,185.74,98.18,0.0275,1.032
13-05-2023,east us,Compute,724.0,990,79.65,98.94,0.0331,1.089
13-05-2023,East US,Storage,1051.0,1241,58.14,99.85,0.012,1.139
13-05-2023,West Europe,Compute,1899.0,2127,180.15,97.68,0.044,0.907
13-05-2023,West Europe,Storage,1268.0,1339,145.26,97.15,0.0342,0.918
13-05-2023,Central India,Compute,1337.0,1590,188.78,98.3,0.0261,1.184
13-05-2023,Central India,Storage,561.0,669,37.23,97.5,0.0203,0.886
13-05-2023,Southeast Asia,Compute,510.0,599,51.4,98.05,0.0246,0.855
13-05-2023,Southeast Asia,Storage,802.0,939,51.87,99.59,0.0222,1.151
14-05-2023,East US,Compute,686.0,817,98.26,99.19,0.0489,1.06
14-05-2023,East US,Storage,1204.0,1330,107.63,97.51,0.0231,0.91
14-05-2023,West Europe,Compute,1984.0,2174,228.23,99.69,0.0346,0.893
14-05-2023,West Europe,Storage,1211.0,1359,62.44,98.88,0.0333,0.938
14-05-2023,Central India,Compute,1589.0,1794,123.4,99.85,0.0123,1.114
14-05-2023,Central India,Storage,1938.0,2124,115.79,99.48,0.021,0.947
14-05-2023,Southeast Asia,Compute,1089.0,1319,75.65,98.5,0.0142,1.129
14-05-2023,Southeast Asia,Storage,1918.0,2185,185.26,97.4,0.027,1.061
15-05-2023,East US,Compute,1036.0,1207,55.54,98.08,0.0188,0.973
15-05-2023,East US,Storage,1296.0,1349,103.27,98.49,0.0194,0.886
15-05-2023,West Europe,Compute,821.0,1021,53.74,99.81,0.0482,1.083
15-05-2023,West Europe,Storage,1866.0,2086,235.81,98.71,0.0301,0.81
15-05-2023,Central India,Compute,748.0,1044,65.65,97.05,0.0498,0.979
15-05-2023,Central India,Storage,1514.0,1745,107.51,98.85,0.0104,0.843
15-05-2023,Southeast Asia,Compute,1201.0,1480,98.41,98.85,0.025,0.936
15-05-2023,Southeast Asia,Storage,1389.0,1477,148.02,98.23,0.0184,0.939
16-05-2023,East US,Compute,1345.0,1540,97.79,97.29,0.0231,1.173
16-05-2023,East US,Storage,1234.0,1511,157.2,98.26,0.0257,1.126
16-05-2023,West Europe,Compute,651.0,750,60.7,98.88,0.044,0.855
16-05-2023,West Europe,Storage,,2006,182.3,98.8,0.0453,1.023
16-05-2023,Central India,Compute,1632.0,1866,133.76,98.93,0.0254,1.132
16-05-2023,Central India,Storage,568.0,789,50.61,99.78,0.035,0.923
16-05-2023,Southeast Asia,Compute,1568.0,1865,209.79,98.03,0.0111,1.082
16-05-2023,Southeast Asia,Storage,1828.0,1923,112.9,98.37,0.0195,0.896
17-05-2023,East US,Compute,1729.0,1854,225.84,99.3,0.0344,1.021
17-05-2023,East US,storage,1865.0,2007,105.56,98.82,0.0265,0.85
17-05-2023,West Europe,compute,751.0,816,79.48,98.41,0.0204,1.176
17-05-2023,West Europe,Storage,550.0,713,32.09,97.93,0.0206,0.916
17-05-2023,Central India,Compute,1525.0,1732,97.58,98.87,0.0325,0.802
17-05-2023,Central India,Storage,540.0,689,54.33,99.01,0.0336,1.046
17-05-2023,Southeast Asia,Compute,1483.0,1744,182.49,97.41,0.0394,1.019
17-05-2023,Southeast Asia,Storage,598.0,851,31.55,99.99,0.0257,0.979
18-05-2023,East US,Compute,1694.0,1842,238.27,97.94,0.0472,1.019
18-05-2023,East US,Storage,1732.0,1931,101.13,97.92,0.0272,0.978
18-05-2023,West Europe,Compute,1681.0,1771,143.46,,0.032,1.059
18-05-2023,West Europe,Storage,531.0,699,43.02,99.14,0.0223,0.934
18-05-2023,Central India,Compute,1026.0,1124,74.66,98.35,0.0354,1.185
18-05-2023,Central India,storage,1306.0,1524,116.98,98.18,0.0206,1.016
18-05-2023,Southeast Asia,Compute,1493.0,1587,166.66,99.75,0.0143,0.889
18-05-2023,Southeast Asia,Storage,1169.0,1462,140.09,99.06,0.044,1.004
19-05-2023,East US,Compute,1170.0,1387,94.72,98.52,0.0402,1.148
19-05-2023,East US,Storage,866.0,960,120.86,99.23,0.0288,1.195
19-05-2023,West Europe,Compute,810.0,886,88.33,99.57,0.0202,0.941
19-05-2023,West Europe,Storage,1665.0,1884,190.12,98.84,0.0165,1.188
19-05-2023,Central India,Compute,887.0,958,125.03,99.01,0.016,0.962
19-05-2023,Central India,Storage,1287.0,1523,66.9,98.69,0.0229,0.938
19-05-2023,Southeast Asia,Compute,1801.0,1898,191.87,97.89,0.0248,0.881
19-05-2023,Southeast Asia,Storage,1370.0,1507,70.53,97.63,0.0281,1.017
20-05-2023,East US,Compute,1160.0,1376,164.11,97.3,0.0175,0.869
20-05-2023,East US,Storage,1782.0,2072,160.66,97.03,0.0128,1.043
20-05-2023,West Europe,Compute,1521.0,1645,187.56,97.0,0.05,1.021
20-05-2023,West Europe,Storage,,1496,82.64,99.57,0.0217,0.901
20-05-2023,Central India,Compute,862.0,1110,56.42,99.44,0.0481,1.192
20-05-2023,Central India,Storage,1940.0,2051,149.97,98.8,0.0388,0.965
20-05-2023,Southeast Asia,Compute,661.0,960,56.79,99.21,0.0278,0.934
20-05-2023,Southeast Asia,Storage,1249.0,1517,177.57,99.06,0.0125,0.896
21-05-2023,East US,Compute,631.0,854,44.23,97.07,0.043,0.996
21-05-2023,East US,Storage,704.0,879,48.07,97.11,0.0241,1.129
21-05-2023,West Europe,Compute,1705.0,1859,244.25,99.48,0.0374,1.118
21-05-2023,West Europe,Storage,1077.0,1214,137.56,98.36,0.0114,1.001
21-05-2023,Central India,Compute,1032.0,1098,,99.21,0.0313,1.011
21-05-2023,Central India,Storage,1439.0,1562,137.27,98.77,0.0168,0.956
21-05-2023,Southeast Asia,Compute,1347.0,1407,124.59,99.54,0.0228,0.939
21-05-2023,Southeast Asia,Storage,1948.0,2129,197.1,97.43,0.0112,1.188
22-05-2023,east us,Compute,1617.0,1762,187.48,97.96,0.0283,0.971
22-05-2023,East US,Storage,1017.0,1180,145.02,97.99,0.0108,0.999
22-05-2023,West Europe,Compute,1614.0,1693,210.82,97.03,0.0266,0.936
22-05-2023,West Europe,Storage,1502.0,1759,165.59,,0.0369,0.812
22-05-2023,Central India,Compute,1875.0,2045,119.57,98.56,0.0486,1.181
22-05-2023,Central India,Storage,979.0,1138,65.87,97.16,0.0317,0.93
22-05-2023,Southeast Asia,Compute,1000.0,1237,62.59,98.83,0.0291,1.047
22-05-2023,Southeast Asia,Storage,1943.0,2134,232.59,99.12,0.022,1.165
23-05-2023,East US,Compute,1058.0,1193,87.89,,0.0297,1.002
23-05-2023,East US,Storage,700.0,904,103.66,97.78,0.0404,0.943
23-05-2023,West Europe,Compute,1336.0,1464,185.51,99.78,0.0419,0.805
23-05-2023,west europe,Storage,1622.0,1779,,99.24,0.0292,1.076
23-05-2023,central india,Compute,992.0,1217,121.45,98.77,0.0473,1.123
23-05-2023,Central India,Storage,1653.0,1747,231.51,99.61,0.0419,0.976
23-05-2023,Southeast Asia,Compute,1288.0,1576,134.81,99.87,0.0178,1.052
23-05-2023,Southeast Asia,Storage,1051.0,1162,109.43,98.24,0.0459,0.96
24-05-2023,East US,Compute,551.0,845,49.04,97.89,0.0164,0.836
24-05-2023,East US,Storage,828.0,962,100.06,99.3,0.0194,0.91
24-05-2023,West Europe,Compute,633.0,741,41.59,98.43,0.0298,1.042
24-05-2023,West Europe,Storage,1064.0,1272,88.16,97.53,0.0104,1.081
24-05-2023,Central India,Compute,1686.0,1954,89.84,99.74,0.0102,0.88
24-05-2023,Central India,Storage,864.0,1026,70.61,97.16,0.0248,0.895
24-05-2023,Southeast Asia,Compute,606.0,787,57.1,99.57,0.0307,1.186
24-05-2023,Southeast Asia,Storage,1396.0,1652,69.83,99.51,0.0197,0.987
25-05-2023,East US,Compute,823.0,923,103.07,98.46,0.0349,1.045
25-05-2023,East US,Storage,1194.0,1273,75.98,98.29,0.0298,1.192
25-05-2023,West Europe,compute,1253.0,1399,168.6,98.91,0.0228,1.129
25-05-2023,West Europe,Storage,671.0,838,62.73,98.64,0.0176,0.963
25-05-2023,Central India,Compute,1095.0,1172,120.82,98.37,0.017,0.979
25-05-2023,Central India,Storage,1511.0,1806,207.32,97.06,0.0457,0.986
25-05-2023,Southeast Asia,Compute,1790.0,2071,206.39,,0.046,0.951
25-05-2023,Southeast Asia,Storage,878.0,1028,78.94,98.38,0.0336,0.859
26-05-2023,East US,Compute,1934.0,2110,238.56,99.87,0.0218,1.126
26-05-2023,East US,Storage,606.0,719,85.73,97.76,0.0324,1.041
26-05-2023,West Europe,Compute,1466.0,1572,165.12,97.03,0.0489,0.953
26-05-2023,West Europe,Storage,1564.0,1812,176.58,97.65,0.0131,1.092
26-05-2023,Central India,Compute,532.0,708,51.98,98.59,0.0282,1.01
26-05-2023,central india,Storage,,1964,196.26,97.93,0.0446,0.953
26-05-2023,Southeast Asia,Compute,1145.0,1330,99.39,98.82,0.03,0.88
26-05-2023,Southeast Asia,Storage,1157.0,1256,132.44,99.42,0.0106,1.052
27-05-2023,East US,Compute,1791.0,1915,144.4,98.04,0.0167,1.129
27-05-2023,East US,Storage,1288.0,1548,164.39,98.45,0.0244,1.05
27-05-2023,West Europe,Compute,1212.0,1381,,99.18,0.0179,1.1
27-05-2023,West Europe,Storage,1902.0,2099,101.93,98.42,0.022,1.17
27-05-2023,Central India,Compute,973.0,1267,92.27,99.08,0.0357,0.961
27-05-2023,Central India,storage,1896.0,2118,181.87,97.92,0.0181,0.906
27-05-2023,Southeast Asia,Compute,689.0,898,54.22,97.75,0.0231,0.883
27-05-2023,southeast asia,Storage,702.0,795,47.12,98.7,0.0378,1.065
28-05-2023,East US,Compute,998.0,1267,80.65,98.64,0.0311,1.072
28-05-2023,East US,Storage,1273.0,1387,184.35,99.58,0.0147,0.821
28-05-2023,West Europe,compute,730.0,823,57.99,98.65,0.0134,0.922
28-05-2023,West Europe,Storage,1191.0,1266,126.61,97.35,0.0218,1.159
28-05-2023,Central India,Compute,1338.0,1393,110.91,98.67,0.0275,1.032
28-05-2023,Central India,Storage,1892.0,2000,95.39,98.84,0.0416,0.988
28-05-2023,Southeast Asia,compute,694.0,873,61.3,97.87,0.0465,1.149
28-05-2023,Southeast Asia,Storage,1341.0,1638,133.99,98.28,0.0487,1.163
29-05-2023,east us,Compute,1944.0,2139,164.16,98.67,0.0409,0.979
29-05-2023,East US,Storage,1163.0,1307,114.13,97.17,0.0247,1.033
29-05-2023,West Europe,Compute,1806.0,1871,192.16,99.44,0.0472,1.162
29-05-2023,West Europe,Storage,1485.0,1750,139.92,98.09,0.0132,1.13
29-05-2023,central india,Compute,516.0,798,31.6,97.76,0.0367,0.806
29-05-2023,Central India,Storage,968.0,1203,108.55,97.01,0.0302,0.845
29-05-2023,southeast asia,Compute,1992.0,2152,289.48,97.62,0.017,1.051
29-05-2023,Southeast Asia,Storage,1498.0,1562,153.42,98.3,0.05,0.959
30-05-2023,East US,Compute,1478.0,1706,163.25,98.32,0.0181,0.876
30-05-2023,East US,Storage,1274.0,1545,178.34,99.47,0.0152,0.955
30-05-2023,West Europe,Compute,1718.0,1885,143.9,99.18,0.0263,1.153
30-05-2023,West Europe,Storage,1738.0,1857,185.9,98.58,0.0325,0.962
30-05-2023,Central India,Compute,1795.0,1911,143.41,98.96,0.0173,0.967
30-05-2023,Central India,Storage,892.0,1169,102.52,97.24,0.0202,0.925
30-05-2023,Southeast Asia,Compute,1634.0,1868,97.71,97.59,0.0368,0.819
30-05-2023,Southeast Asia,Storage,658.0,915,34.66,97.23,0.0115,1.129
31-05-2023,East US,Compute,540.0,752,54.42,97.74,0.014,1.173
31-05-2023,East US,Storage,1740.0,1887,122.31,99.97,0.0412,1.045
31-05-2023,west europe,Compute,732.0,814,83.35,99.3,0.0245,1.177
31-05-2023,West Europe,Storage,1744.0,2029,130.24,99.45,0.0109,1.189
31-05-2023,Central India,compute,821.0,1071,84.5,97.56,0.0429,1.188
31-05-2023,Central India,Storage,584.0,880,86.22,98.36,0.0408,1.025
31-05-2023,Southeast Asia,Compute,,2090,173.09,99.68,0.0271,1.131
31-05-2023,Southeast Asia,Storage,1864.0,1965,97.52,99.38,0.0266,1.025
01-06-2023,east us,Compute,1231.0,1380,72.6,99.64,0.0297,0.897
01-06-2023,East US,Storage,1465.0,1609,74.47,99.65,0.0496,0.86
01-06-2023,West Europe,compute,1156.0,1358,76.59,97.34,0.0485,1.19
01-06-2023,West Europe,Storage,812.0,1037,102.17,98.11,0.047,0.954
01-06-2023,Central India,Compute,1338.0,1470,140.62,99.51,0.0268,0.845
01-06-2023,Central India,Storage,579.0,776,86.71,97.15,0.0352,1.177
01-06-2023,southeast asia,Compute,,1309,89.37,99.67,0.0181,1.028
01-06-2023,Southeast Asia,Storage,744.0,1032,48.21,99.57,0.0473,1.089
02-06-2023,East US,Compute,1266.0,1561,66.92,97.1,0.0374,0.889
02-06-2023,East US,Storage,1771.0,2000,131.32,99.82,0.0306,0.986
02-06-2023,West Europe,Compute,533.0,677,70.51,97.14,0.0295,0.886
02-06-2023,West Europe,Storage,888.0,1119,109.34,99.95,0.0267,0.97
02-06-2023,Central India,Compute,1376.0,1673,188.14,,0.0264,1.096
02-06-2023,Central India,Storage,1766.0,2015,93.42,97.98,0.0163,1.009
02-06-2023,Southeast Asia,Compute,904.0,1122,83.03,97.98,0.0396,0.863
02-06-2023,Southeast Asia,Storage,1933.0,1985,189.25,97.05,0.0432,0.903
03-06-2023,East US,Compute,1659.0,1853,223.81,97.79,0.0346,1.001
03-06-2023,East US,Storage,1343.0,1493,180.98,99.92,0.0484,0.835
03-06-2023,West Europe,Compute,1596.0,1808,230.04,,0.0263,1.086
03-06-2023,West Europe,Storage,1865.0,2127,105.94,98.54,0.0146,1.05
03-06-2023,Central India,Compute,1461.0,1515,181.99,99.17,0.0265,0.983
03-06-2023,Central India,Storage,594.0,671,71.01,98.88,0.024,1.129
03-06-2023,Southeast Asia,Compute,808.0,971,104.97,99.93,0.038,1.165
03-06-2023,Southeast Asia,Storage,1814.0,1958,252.62,99.12,0.0251,1.188
04-06-2023,East US,Compute,1398.0,1574,182.58,,0.0244,1.165
04-06-2023,East US,Storage,1543.0,1711,,98.84,0.0156,1.119
04-06-2023,West Europe,Compute,1104.0,1208,72.35,99.25,0.0372,0.982
04-06-2023,West Europe,Storage,1652.0,1750,108.53,99.37,0.0402,0.923
04-06-2023,Central India,Compute,531.0,757,52.44,99.09,0.0447,1.121
04-06-2023,Central India,Storage,1460.0,1601,159.43,97.65,0.0312,1.187
04-06-2023,Southeast Asia,Compute,1330.0,1442,111.02,99.64,0.0403,1.118
04-06-2023,Southeast Asia,Storage,1918.0,2059,163.55,98.64,0.0183,0.806
05-06-2023,East US,Compute,1590.0,1884,211.83,97.68,0.017,0.801
05-06-2023,East US,Storage,1098.0,1354,131.31,99.28,0.0333,0.928
05-06-2023,West Europe,Compute,942.0,1231,119.84,99.3,0.0107,0.843
05-06-2023,west europe,Storage,638.0,825,92.66,98.58,0.0154,1.068
05-06-2023,Central India,Compute,1323.0,1505,174.42,97.26,0.0338,1.056
05-06-2023,Central India,Storage,1526.0,1702,215.04,97.48,0.0448,1.065
05-06-2023,Southeast Asia,Compute,526.0,733,31.72,97.8,0.0282,0.813
05-06-2023,Southeast Asia,Storage,909.0,1022,113.04,99.21,0.0478,0.943
06-06-2023,East US,Compute,1973.0,2240,152.54,98.31,0.0345,1.062
06-06-2023,East US,Storage,1121.0,1237,87.46,99.02,0.0391,0.816
06-06-2023,West Europe,Compute,1220.0,1271,175.18,98.78,0.0248,0.831
06-06-2023,West Europe,storage,536.0,595,52.51,98.2,0.0491,0.984
06-06-2023,Central India,Compute,1238.0,1327,106.13,97.3,0.0288,0.802
06-06-2023,Central India,Storage,1384.0,1669,96.8,99.06,0.0403,0.808
06-06-2023,Southeast Asia,Compute,836.0,914,,98.53,0.0271,1.186
06-06-2023,Southeast Asia,Storage,1726.0,1860,160.44,98.27,0.0423,1.15
07-06-2023,East US,Compute,1282.0,1419,69.22,99.65,0.0387,1.002
07-06-2023,East US,Storage,1069.0,1256,112.44,98.13,0.0478,0.896
07-06-2023,West Europe,Compute,1908.0,2089,220.53,,0.0271,0.888
07-06-2023,West Europe,Storage,735.0,952,100.24,98.41,0.0449,0.86
07-06-2023,Central India,Compute,637.0,698,57.38,97.44,0.0113,0.837
07-06-2023,Central India,Storage,1090.0,1196,151.01,97.57,0.0282,1.066
07-06-2023,Southeast Asia,Compute,1009.0,1177,103.09,99.73,0.0457,1.021
07-06-2023,Southeast Asia,Storage,1815.0,1925,102.3,97.59,0.0464,1.177
08-06-2023,East US,Compute,1036.0,1101,61.08,98.81,0.0456,1.135
08-06-2023,East US,Storage,648.0,857,39.82,99.29,0.0171,0.841
08-06-2023,west europe,compute,661.0,838,35.0,97.26,0.0208,0.816
08-06-2023,West Europe,Storage,1910.0,2096,254.26,97.63,0.0202,0.808
08-06-2023,Central India,Compute,828.0,1016,54.68,97.73,0.0239,1.056
08-06-2023,Central India,Storage,789.0,972,118.12,99.9,0.0445,0.984
08-06-2023,Southeast Asia,Compute,1900.0,1997,219.23,97.97,0.0418,1.152
08-06-2023,Southeast Asia,Storage,1770.0,1849,264.48,98.63,0.0417,0.975
09-06-2023,East US,Compute,949.0,1011,66.36,97.05,0.0325,0.846
09-06-2023,East US,Storage,868.0,974,103.43,99.56,0.0112,0.84
09-06-2023,West Europe,Compute,1888.0,2022,235.91,98.7,0.0165,1.2
09-06-2023,West Europe,Storage,1883.0,2042,132.43,99.5,0.04,1.185
09-06-2023,Central India,Compute,1990.0,2181,250.87,98.7,0.0381,1.017
09-06-2023,central india,Storage,596.0,860,76.39,98.26,0.0198,0.873
09-06-2023,Southeast Asia,Compute,979.0,1130,113.13,99.58,0.0195,0.982
09-06-2023,Southeast Asia,Storage,1919.0,1983,142.81,98.08,0.0322,0.804
10-06-2023,East US,Compute,1767.0,1995,217.57,98.6,0.0279,1.125
10-06-2023,East US,Storage,688.0,946,75.98,98.58,0.0301,1.006
10-06-2023,West Europe,Compute,989.0,1210,54.01,97.23,0.0454,1.103
10-06-2023,West Europe,Storage,1320.0,1583,163.05,98.88,0.0129,1.009
10-06-2023,Central India,Compute,1652.0,1843,214.53,97.9,0.035,1.18
10-06-2023,Central India,Storage,1053.0,1348,69.95,99.9,0.0346,0.976
10-06-2023,Southeast Asia,Compute,1350.0,1511,155.71,97.1,0.03,1.128
10-06-2023,Southeast Asia,Storage,1614.0,1782,167.51,98.72,0.0477,1.063
11-06-2023,East US,Compute,983.0,1076,61.74,97.12,0.026,0.806
11-06-2023,East US,Storage,1719.0,1949,164.74,97.15,0.0265,1.177
11-06-2023,West Europe,Compute,693.0,910,65.46,99.71,0.0322,1.138
11-06-2023,west europe,Storage,1324.0,1439,101.61,,0.0436,1.108
11-06-2023,Central India,Compute,736.0,861,95.15,99.33,0.0337,1.168
11-06-2023,Central India,Storage,1397.0,1469,148.89,97.74,0.0152,0.853
11-06-2023,Southeast Asia,Compute,,1318,157.33,98.04,0.0272,1.084
11-06-2023,Southeast Asia,Storage,642.0,785,44.36,97.29,0.0268,1.001
12-06-2023,East US,Compute,785.0,996,91.0,97.22,0.0182,1.016
12-06-2023,East US,Storage,1611.0,1712,193.77,,0.0276,1.074
12-06-2023,West Europe,Compute,1220.0,1485,157.71,97.47,0.0306,0.817
12-06-2023,West Europe,Storage,1528.0,1631,97.99,97.93,0.014,1.047
12-06-2023,Central India,Compute,968.0,1187,123.24,97.31,0.03,0.917
12-06-2023,Central India,storage,1875.0,2107,99.47,99.55,0.0131,1.064
12-06-2023,Southeast Asia,Compute,1146.0,1398,154.98,98.14,0.0306,0.973
12-06-2023,Southeast Asia,Storage,1741.0,1893,119.65,97.66,0.0405,0.892
13-06-2023,East US,Compute,510.0,752,73.36,97.01,0.0321,1.166
13-06-2023,East US,Storage,913.0,985,96.06,97.76,0.0408,0.926
13-06-2023,West Europe,Compute,1301.0,1561,103.71,98.4,0.0438,1.167
13-06-2023,West Europe,Storage,1906.0,2103,178.1,99.77,0.0103,1.179
13-06-2023,Central India,Compute,1172.0,1225,107.47,99.18,0.0481,0.97
13-06-2023,Central India,Storage,1958.0,2233,218.08,97.25,0.0427,1.033
13-06-2023,Southeast Asia,Compute,1217.0,1428,97.59,98.41,0.0386,0.876
13-06-2023,Southeast Asia,Storage,1878.0,1930,166.08,99.68,0.0173,1.174
14-06-2023,East US,Compute,1973.0,2202,247.18,98.12,0.0429,0.95
14-06-2023,east us,storage,1064.0,1278,145.9,98.2,0.0162,0.823
14-06-2023,West Europe,Compute,1365.0,1493,184.11,98.81,0.0218,0.863
14-06-2023,West Europe,Storage,1373.0,1476,70.63,99.78,0.0451,0.928
14-06-2023,Central India,Compute,1859.0,2043,,98.8,0.0222,1.078
14-06-2023,Central India,Storage,1573.0,1725,201.85,97.25,0.0372,0.896
14-06-2023,Southeast Asia,Compute,1103.0,1207,88.08,98.74,0.0431,0.955
14-06-2023,Southeast Asia,Storage,1670.0,1852,137.75,99.58,0.0415,1.033
15-06-2023,east us,Compute,1322.0,1551,87.51,99.8,0.0472,0.951
15-06-2023,East US,Storage,720.0,901,66.29,99.56,0.0409,1.111
15-06-2023,West Europe,Compute,814.0,1015,79.43,98.18,0.0264,0.909
15-06-2023,West Europe,Storage,693.0,943,49.15,99.83,0.015,0.991
15-06-2023,Central India,Compute,1632.0,1733,174.94,99.27,0.0286,0.854
15-06-2023,Central India,Storage,774.0,869,99.4,99.13,0.0436,0.982
15-06-2023,Southeast Asia,Compute,1566.0,1702,117.25,98.74,0.0425,1.029
15-06-2023,Southeast Asia,Storage,831.0,917,42.15,98.76,0.0449,1.031
