timestamp,region,service_type,demand_units,capacity_allocated,cost_usd,availability_pct,customer_growth_rate,enterprise_it_spending_index
09-05-2023,West Europe,Compute,1823,2081,129.86,99.58,0.0383,1.076
09-05-2023,West Europe,Storage,899,1060,110.56,97.42,0.029,1.125
09-05-2023,Central India,Compute,1819,1918,219.95,,0.0346,1.141
09-05-2023,Central India,Storage,1738,2027,124,98.04,0.0431,1.09
09-05-2023,Southeast Asia,Compute,1379,1665,176.66,99.55,0.019,1.106
09-05-2023,Southeast Asia,storage,1931,2006,139.15,99.32,0.0321,1.162
10-05-2023,East US,Compute,1700,1890,,98.36,0.044,0.918
10-05-2023,East US,Storage,505,683,40.07,99.07,0.0127,0.875
10-05-2023,West Europe,Compute,609,677,57.3,99.12,0.043,0.802
10-05-2023,West Europe,Storage,1086,1313,55.6,98.16,0.0367,1.033
10-05-2023,Central India,Compute,588,779,33.36,97.57,0.0142,0.814
10-05-2023,Central India,Storage,1863,1960,117.61,99.11,0.0128,0.886
10-05-2023,Southeast Asia,Compute,1888,1942,261.14,98.19,0.0264,1.167
10-05-2023,Southeast Asia,Storage,1183,1472,173.99,98.08,0.0436,1.183
11-05-2023,East US,Compute,786,880,85.28,99.64,0.0494,0.933
11-05-2023,East US,Storage,1375,1608,145.09,99.32,0.0249,0.979
11-05-2023,west europe,Compute,1728,1815,100.28,99.1,0.0209,0.917
11-05-2023,West Europe,Storage,1414,1664,137.38,99.95,0.0404,0.816
11-05-2023,Central India,Compute,1861,2139,220.53,98.14,0.0402,1.119
11-05-2023,Central India,Storage,651,854,95.21,,0.0185,0.833
11-05-2023,Southeast Asia,Compute,1633,1796,137.31,97.76,0.0419,1.146
11-05-2023,Southeast Asia,Storage,765,1020,99.65,97.65,0.0228,0.959
12-05-2023,East US,Compute,909,1165,125.22,98.99,0.0469,0.851
12-05-2023,East US,Storage,1575,1834,135.09,98.18,0.0228,1.017
12-05-2023,West Europe,Compute,980,1188,94.62,99.89,0.0164,0.844
12-05-2023,West Europe,Storage,1818,1899,259.51,99.61,0.0411,0.852
12-05-2023,central india,Compute,968,1141,106.25,98.98,0.0213,1.113
12-05-2023,Central India,Storage,1871,2144,165.32,98.51,0.0283,1.004
12-05-2023,Southeast Asia,Compute,1615,1856,190.3,97.89,0.0122,0.937
12-05-2023,Southeast Asia,Storage,1474,1764,185.74,98.18,0.0275,1.032
13-05-2023,east us,Compute,724,990,79.65,98.94,0.0331,1.089
13-05-2023,East US,Storage,1051,1241,58.14,99.85,0.012,1.139
13-05-2023,West Europe,Compute,1899,2127,180.15,97.68,0.044,0.907
13-05-2023,West Europe,Storage,1268,1339,145.26,97.15,0.0342,0.918
13-05-2023,Central India,Compute,1337,1590,188.78,98.3,0.0261,1.184
13-05-2023,Central India,Storage,561,669,37.23,97.5,0.0203,0.886
13-05-2023,Southeast Asia,Compute,510,599,51.4,98.05,0.0246,0.855
13-05-2023,Southeast Asia,Storage,802,939,51.87,99.59,0.0222,1.151
14-05-2023,East US,Compute,686,817,98.26,99.19,0.0489,1.06
14-05-2023,East US,Storage,1204,1330,107.63,97.51,0.0231,0.91
14-05-2023,West Europe,Compute,1984,2174,228.23,99.69,0.0346,0.893
14-05-2023,West Europe,Storage,1211,1359,62.44,98.88,0.0333,0.938
14-05-2023,Central India,Compute,1589,1794,123.4,99.85,0.0123,1.114
14-05-2023,Central India,Storage,1938,2124,115.79,99.48,0.021,0.947
14-05-2023,Southeast Asia,Compute,1089,1319,75.65,98.5,0.0142,1.129
14-05-2023,Southeast Asia,Storage,1918,2185,185.26,97.4,0.027,1.061
15-05-2023,East US,Compute,1036,1207,55.54,98.08,0.0188,0.973
15-05-2023,East US,Storage,1296,1349,103.27,98.49,0.0194,0.886
15-05-2023,West Europe,Compute,821,1021,53.74,99.81,0.0482,1.083
15-05-2023,West Europe,Storage,1866,2086,235.81,98.71,0.0301,0.81
15-05-2023,Central India,Compute,748,1044,65.65,97.05,0.0498,0.979
15-05-2023,Central India,Storage,1514,1745,107.51,98.85,0.0104,0.843
15-05-2023,Southeast Asia,Compute,1201,1480,98.41,98.85,0.025,0.936
15-05-2023,Southeast Asia,Storage,1389,1477,148.02,98.23,0.0184,0.939
16-05-2023,East US,Compute,1345,1540,97.79,97.29,0.0231,1.173
16-05-2023,East US,Storage,1234,1511,157.2,98.26,0.0257,1.126
16-05-2023,West Europe,Compute,651,750,60.7,98.88,0.044,0.855
16-05-2023,West Europe,Storage,,2006,182.3,98.8,0.0453,1.023
16-05-2023,Central India,Compute,1632,1866,133.76,98.93,0.0254,1.132
16-05-2023,Central India,Storage,568,789,50.61,99.78,0.035,0.923
16-05-2023,Southeast Asia,Compute,1568,1865,209.79,98.03,0.0111,1.082
16-05-2023,Southeast Asia,Storage,1828,1923,112.9,98.37,0.0195,0.896
17-05-2023,East US,Compute,1729,1854,225.84,99.3,0.0344,1.021
17-05-2023,East US,storage,1865,2007,105.56,98.82,0.0265,0.85
17-05-2023,West Europe,compute,751,816,79.48,98.41,0.0204,1.176
17-05-2023,West Europe,Storage,550,713,32.09,97.93,0.0206,0.916
17-05-2023,Central India,Compute,1525,1732,97.58,98.87,0.0325,0.802
17-05-2023,Central India,Storage,540,689,54.33,99.01,0.0336,1.046
17-05-2023,Southeast Asia,Compute,1483,1744,182.49,97.41,0.0394,1.019
17-05-2023,Southeast Asia,Storage,598,851,31.55,99.99,0.0257,0.979
18-05-2023,East US,Compute,1694,1842,238.27,97.94,0.0472,1.019
18-05-2023,East US,Storage,1732,1931,101.13,97.92,0.0272,0.978
18-05-2023,West Europe,Compute,1681,1771,143.46,,0.032,1.059
18-05-2023,West Europe,Storage,531,699,43.02,99.14,0.0223,0.934
18-05-2023,Central India,Compute,1026,1124,74.66,98.35,0.0354,1.185
18-05-2023,Central India,storage,1306,1524,116.98,98.18,0.0206,1.016
18-05-2023,Southeast Asia,Compute,1493,1587,166.66,99.75,0.0143,0.889
18-05-2023,Southeast Asia,Storage,1169,1462,140.09,99.06,0.044,1.004
19-05-2023,East US,Compute,1170,1387,94.72,98.52,0.0402,1.148
19-05-2023,East US,Storage,866,960,120.86,99.23,0.0288,1.195
19-05-2023,West Europe,Compute,810,886,88.33,99.57,0.0202,0.941
19-05-2023,West Europe,Storage,1665,1884,190.12,98.84,0.0165,1.188
19-05-2023,Central India,Compute,887,958,125.03,99.01,0.016,0.962
19-05-2023,Central India,Storage,1287,1523,66.9,98.69,0.0229,0.938
19-05-2023,Southeast Asia,Compute,1801,1898,191.87,97.89,0.0248,0.881
19-05-2023,Southeast Asia,Storage,1370,1507,70.53,97.63,0.0281,1.017
20-05-2023,East US,Compute,1160,1376,164.11,97.3,0.0175,0.869
20-05-2023,East US,Storage,1782,2072,160.66,97.03,0.0128,1.043
20-05-2023,West Europe,Compute,1521,1645,187.56,97,0.05,1.021
20-05-2023,West Europe,Storage,,1496,82.64,99.57,0.0217,0.901
20-05-2023,Central India,Compute,862,1110,56.42,99.44,0.0481,1.192
20-05-2023,Central India,Storage,1940,2051,149.97,98.8,0.0388,0.965
20-05-2023,Southeast Asia,Compute,661,960,56.79,99.21,0.0278,0.934
20-05-2023,Southeast Asia,Storage,1249,1517,177.57,99.06,0.0125,0.896
21-05-2023,East US,Compute,631,854,44.23,97.07,0.043,0.996
21-05-2023,East US,Storage,704,879,48.07,97.11,0.0241,1.129
21-05-2023,West Europe,Compute,1705,1859,244.25,99.48,0.0374,1.118
21-05-2023,West Europe,Storage,1077,1214,137.56,98.36,0.0114,1.001
21-05-2023,Central India,Compute,1032,1098,,99.21,0.0313,1.011
21-05-2023,Central India,Storage,1439,1562,137.27,98.77,0.0168,0.956
21-05-2023,Southeast Asia,Compute,1347,1407,124.59,99.54,0.0228,0.939
21-05-2023,Southeast Asia,Storage,1948,2129,197.1,97.43,0.0112,1.188
22-05-2023,east us,Compute,1617,1762,187.48,97.96,0.0283,0.971
22-05-2023,East US,Storage,1017,1180,145.02,97.99,0.0108,0.999
22-05-2023,West Europe,Compute,1614,1693,210.82,97.03,0.0266,0.936
22-05-2023,West Europe,Storage,1502,1759,165.59,,0.0369,0.812
22-05-2023,Central India,Compute,1875,2045,119.57,98.56,0.0486,1.181
22-05-2023,Central India,Storage,979,1138,65.87,97.16,0.0317,0.93
22-05-2023,Southeast Asia,Compute,1000,1237,62.59,98.83,0.0291,1.047
22-05-2023,Southeast Asia,Storage,1943,2134,232.59,99.12,0.022,1.165
23-05-2023,East US,Compute,1058,1193,87.89,,0.0297,1.002
23-05-2023,East US,Storage,700,904,103.66,97.78,0.0404,0.943
23-05-2023,West Europe,Compute,1336,1464,185.51,99.78,0.0419,0.805
23-05-2023,west europe,Storage,1622,1779,,99.24,0.0292,1.076
23-05-2023,central india,Compute,992,1217,121.45,98.77,0.0473,1.123
23-05-2023,Central India,Storage,1653,1747,231.51,99.61,0.0419,0.976
23-05-2023,Southeast Asia,Compute,1288,1576,134.81,99.87,0.0178,1.052
23-05-2023,Southeast Asia,Storage,1051,1162,109.43,98.24,0.0459,0.96
24-05-2023,East US,Compute,551,845,49.04,97.89,0.0164,0.836
24-05-2023,East US,Storage,828,962,100.06,99.3,0.0194,0.91
24-05-2023,West Europe,Compute,633,741,41.59,98.43,0.0298,1.042
24-05-2023,West Europe,Storage,1064,1272,88.16,97.53,0.0104,1.081
24-05-2023,Central India,Compute,1686,1954,89.84,99.74,0.0102,0.88
24-05-2023,Central India,Storage,864,1026,70.61,97.16,0.0248,0.895
24-05-2023,Southeast Asia,Compute,606,787,57.1,99.57,0.0307,1.186
24-05-2023,Southeast Asia,Storage,1396,1652,69.83,99.51,0.0197,0.987
25-05-2023,East US,Compute,823,923,103.07,98.46,0.0349,1.045
25-05-2023,East US,Storage,1194,1273,75.98,98.29,0.0298,1.192
25-05-2023,West Europe,compute,1253,1399,168.6,98.91,0.0228,1.129
25-05-2023,West Europe,Storage,671,838,62.73,98.64,0.0176,0.963
25-05-2023,Central India,Compute,1095,1172,120.82,98.37,0.017,0.979
25-05-2023,Central India,Storage,1511,1806,207.32,97.06,0.0457,0.986
25-05-2023,Southeast Asia,Compute,1790,2071,206.39,,0.046,0.951
25-05-2023,Southeast Asia,Storage,878,1028,78.94,98.38,0.0336,0.859
26-05-2023,East US,Compute,1934,2110,238.56,99.87,0.0218,1.126
26-05-2023,East US,Storage,606,719,85.73,97.76,0.0324,1.041
26-05-2023,West Europe,Compute,1466,1572,165.12,97.03,0.0489,0.953
26-05-2023,West Europe,Storage,1564,1812,176.58,97.65,0.0131,1.092
26-05-2023,Central India,Compute,532,708,51.98,98.59,0.0282,1.01
26-05-2023,central india,Storage,,1964,196.26,97.93,0.0446,0.953
26-05-2023,Southeast Asia,Compute,1145,1330,99.39,98.82,0.03,0.88
26-05-2023,Southeast Asia,Storage,1157,1256,132.44,99.42,0.0106,1.052
27-05-2023,East US,Compute,1791,1915,144.4,98.04,0.0167,1.129
27-05-2023,East US,Storage,1288,1548,164.39,98.45,0.0244,1.05
27-05-2023,West Europe,Compute,1212,1381,,99.18,0.0179,1.1
27-05-2023,West Europe,Storage,1902,2099,101.93,98.42,0.022,1.17
27-05-2023,Central India,Compute,973,1267,92.27,99.08,0.0357,0.961
27-05-2023,Central India,storage,1896,2118,181.87,97.92,0.0181,0.906
27-05-2023,Southeast Asia,Compute,689,898,54.22,97.75,0.0231,0.883
27-05-2023,southeast asia,Storage,702,795,47.12,98.7,0.0378,1.065
28-05-2023,East US,Compute,998,1267,80.65,98.64,0.0311,1.072
28-05-2023,East US,Storage,1273,1387,184.35,99.58,0.0147,0.821
28-05-2023,West Europe,compute,730,823,57.99,98.65,0.0134,0.922
28-05-2023,West Europe,Storage,1191,1266,126.61,97.35,0.0218,1.159
28-05-2023,Central India,Compute,1338,1393,110.91,98.67,0.0275,1.032
28-05-2023,Central India,Storage,1892,2000,95.39,98.84,0.0416,0.988
28-05-2023,Southeast Asia,compute,694,873,61.3,97.87,0.0465,1.149
28-05-2023,Southeast Asia,Storage,1341,1638,133.99,98.28,0.0487,1.163
29-05-2023,east us,Compute,1944,2139,164.16,98.67,0.0409,0.979
29-05-2023,East US,Storage,1163,1307,114.13,97.17,0.0247,1.033
29-05-2023,West Europe,Compute,1806,1871,192.16,99.44,0.0472,1.162
29-05-2023,West Europe,Storage,1485,1750,139.92,98.09,0.0132,1.13
29-05-2023,central india,Compute,516,798,31.6,97.76,0.0367,0.806
29-05-2023,Central India,Storage,968,1203,108.55,97.01,0.0302,0.845
29-05-2023,southeast asia,Compute,1992,2152,289.48,97.62,0.017,1.051
29-05-2023,Southeast Asia,Storage,1498,1562,153.42,98.3,0.05,0.959
30-05-2023,East US,Compute,1478,1706,163.25,98.32,0.0181,0.876
30-05-2023,East US,Storage,1274,1545,178.34,99.47,0.0152,0.955
30-05-2023,West Europe,Compute,1718,1885,143.9,99.18,0.0263,1.153
30-05-2023,West Europe,Storage,1738,1857,185.9,98.58,0.0325,0.962
30-05-2023,Central India,Compute,1795,1911,143.41,98.96,0.0173,0.967
30-05-2023,Central India,Storage,892,1169,102.52,97.24,0.0202,0.925
30-05-2023,Southeast Asia,Compute,1634,1868,97.71,97.59,0.0368,0.819
30-05-2023,Southeast Asia,Storage,658,915,34.66,97.23,0.0115,1.129
31-05-2023,East US,Compute,540,752,54.42,97.74,0.014,1.173
31-05-2023,East US,Storage,1740,1887,122.31,99.97,0.0412,1.045
31-05-2023,west europe,Compute,732,814,83.35,99.3,0.0245,1.177
31-05-2023,West Europe,Storage,1744,2029,130.24,99.45,0.0109,1.189
31-05-2023,Central India,compute,821,1071,84.5,97.56,0.0429,1.188
31-05-2023,Central India,Storage,584,880,86.22,98.36,0.0408,1.025
31-05-2023,Southeast Asia,Compute,,2090,173.09,99.68,0.0271,1.131
31-05-2023,Southeast Asia,Storage,1864,1965,97.52,99.38,0.0266,1.025
01-06-2023,east us,Compute,1231,1380,72.6,99.64,0.0297,0.897
01-06-2023,East US,Storage,1465,1609,74.47,99.65,0.0496,0.86
01-06-2023,West Europe,compute,1156,1358,76.59,97.34,0.0485,1.19
01-06-2023,West Europe,Storage,812,1037,102.17,98.11,0.047,0.954
01-06-2023,Central India,Compute,1338,1470,140.62,99.51,0.0268,0.845
01-06-2023,Central India,Storage,579,776,86.71,97.15,0.0352,1.177
01-06-2023,southeast asia,Compute,,1309,89.37,99.67,0.0181,1.028
01-06-2023,Southeast Asia,Storage,744,1032,48.21,99.57,0.0473,1.089
02-06-2023,East US,Compute,1266,1561,66.92,97.1,0.0374,0.889
02-06-2023,East US,Storage,1771,2000,131.32,99.82,0.0306,0.986
02-06-2023,West Europe,Compute,533,677,70.51,97.14,0.0295,0.886
02-06-2023,West Europe,Storage,888,1119,109.34,99.95,0.0267,0.97
02-06-2023,Central India,Compute,1376,1673,188.14,,0.0264,1.096
02-06-2023,Central India,Storage,1766,2015,93.42,97.98,0.0163,1.009
02-06-2023,Southeast Asia,Compute,904,1122,83.03,97.98,0.0396,0.863
02-06-2023,Southeast Asia,Storage,1933,1985,189.25,97.05,0.0432,0.903
03-06-2023,East US,Compute,1659,1853,223.81,97.79,0.0346,1.001
03-06-2023,East US,Storage,1343,1493,180.98,99.92,0.0484,0.835
03-06-2023,West Europe,Compute,1596,1808,230.04,,0.0263,1.086
03-06-2023,West Europe,Storage,1865,2127,105.94,98.54,0.0146,1.05
03-06-2023,Central India,Compute,1461,1515,181.99,99.17,0.0265,0.983
03-06-2023,Central India,Storage,594,671,71.01,98.88,0.024,1.129
03-06-2023,Southeast Asia,Compute,808,971,104.97,99.93,0.038,1.165
03-06-2023,Southeast Asia,Storage,1814,1958,252.62,99.12,0.0251,1.188
04-06-2023,East US,Compute,1398,1574,182.58,,0.0244,1.165
04-06-2023,East US,Storage,1543,1711,,98.84,0.0156,1.119
04-06-2023,West Europe,Compute,1104,1208,72.35,99.25,0.0372,0.982
04-06-2023,West Europe,Storage,1652,1750,108.53,99.37,0.0402,0.923
04-06-2023,Central India,Compute,531,757,52.44,99.09,0.0447,1.121
04-06-2023,Central India,Storage,1460,1601,159.43,97.65,0.0312,1.187
04-06-2023,Southeast Asia,Compute,1330,1442,111.02,99.64,0.0403,1.118
04-06-2023,Southeast Asia,Storage,1918,2059,163.55,98.64,0.0183,0.806
05-06-2023,East US,Compute,1590,1884,211.83,97.68,0.017,0.801
05-06-2023,East US,Storage,1098,1354,131.31,99.28,0.0333,0.928
05-06-2023,West Europe,Compute,942,1231,119.84,99.3,0.0107,0.843
05-06-2023,west europe,Storage,638,825,92.66,98.58,0.0154,1.068
05-06-2023,Central India,Compute,1323,1505,174.42,97.26,0.0338,1.056
05-06-2023,Central India,Storage,1526,1702,215.04,97.48,0.0448,1.065
05-06-2023,Southeast Asia,Compute,526,733,31.72,97.8,0.0282,0.813
05-06-2023,Southeast Asia,Storage,909,1022,113.04,99.21,0.0478,0.943
06-06-2023,East US,Compute,1973,2240,152.54,98.31,0.0345,1.062
06-06-2023,East US,Storage,1121,1237,87.46,99.02,0.0391,0.816
06-06-2023,West Europe,Compute,1220,1271,175.18,98.78,0.0248,0.831
06-06-2023,West Europe,storage,536,595,52.51,98.2,0.0491,0.984
06-06-2023,Central India,Compute,1238,1327,106.13,97.3,0.0288,0.802
06-06-2023,Central India,Storage,1384,1669,96.8,99.06,0.0403,0.808
06-06-2023,Southeast Asia,Compute,836,914,,98.53,0.0271,1.186
06-06-2023,Southeast Asia,Storage,1726,1860,160.44,98.27,0.0423,1.15
07-06-2023,East US,Compute,1282,1419,69.22,99.65,0.0387,1.002
07-06-2023,East US,Storage,1069,1256,112.44,98.13,0.0478,0.896
07-06-2023,West Europe,Compute,1908,2089,220.53,,0.0271,0.888
07-06-2023,West Europe,Storage,735,952,100.24,98.41,0.0449,0.86
07-06-2023,Central India,Compute,637,698,57.38,97.44,0.0113,0.837
07-06-2023,Central India,Storage,1090,1196,151.01,97.57,0.0282,1.066
07-06-2023,Southeast Asia,Compute,1009,1177,103.09,99.73,0.0457,1.021
07-06-2023,Southeast Asia,Storage,1815,1925,102.3,97.59,0.0464,1.177
08-06-2023,East US,Compute,1036,1101,61.08,98.81,0.0456,1.135
08-06-2023,East US,Storage,648,857,39.82,99.29,0.0171,0.841
08-06-2023,west europe,compute,661,838,35,97.26,0.0208,0.816
08-06-2023,West Europe,Storage,1910,2096,254.26,97.63,0.0202,0.808
08-06-2023,Central India,Compute,828,1016,54.68,97.73,0.0239,1.056
08-06-2023,Central India,Storage,789,972,118.12,99.9,0.0445,0.984
08-06-2023,Southeast Asia,Compute,1900,1997,219.23,97.97,0.0418,1.152
08-06-2023,Southeast Asia,Storage,1770,1849,264.48,98.63,0.0417,0.975
09-06-2023,East US,Compute,949,1011,66.36,97.05,0.0325,0.846
09-06-2023,East US,Storage,868,974,103.43,99.56,0.0112,0.84
09-06-2023,West Europe,Compute,1888,2022,235.91,98.7,0.0165,1.2
09-06-2023,West Europe,Storage,1883,2042,132.43,99.5,0.04,1.185
09-06-2023,Central India,Compute,1990,2181,250.87,98.7,0.0381,1.017
09-06-2023,central india,Storage,596,860,76.39,98.26,0.0198,0.873
09-06-2023,Southeast Asia,Compute,979,1130,113.13,99.58,0.0195,0.982
09-06-2023,Southeast Asia,Storage,1919,1983,142.81,98.08,0.0322,0.804
10-06-2023,East US,Compute,1767,1995,217.57,98.6,0.0279,1.125
10-06-2023,East US,Storage,688,946,75.98,98.58,0.0301,1.006
10-06-2023,West Europe,Compute,989,1210,54.01,97.23,0.0454,1.103
10-06-2023,West Europe,Storage,1320,1583,163.05,98.88,0.0129,1.009
10-06-2023,Central India,Compute,1652,1843,214.53,97.9,0.035,1.18
10-06-2023,Central India,Storage,1053,1348,69.95,99.9,0.0346,0.976
10-06-2023,Southeast Asia,Compute,1350,1511,155.71,97.1,0.03,1.128
10-06-2023,Southeast Asia,Storage,1614,1782,167.51,98.72,0.0477,1.063
11-06-2023,East US,Compute,983,1076,61.74,97.12,0.026,0.806
11-06-2023,East US,Storage,1719,1949,164.74,97.15,0.0265,1.177
11-06-2023,West Europe,Compute,693,910,65.46,99.71,0.0322,1.138
11-06-2023,west europe,Storage,1324,1439,101.61,,0.0436,1.108
11-06-2023,Central India,Compute,736,861,95.15,99.33,0.0337,1.168
11-06-2023,Central India,Storage,1397,1469,148.89,97.74,0.0152,0.853
11-06-2023,Southeast Asia,Compute,,1318,157.33,98.04,0.0272,1.084
11-06-2023,Southeast Asia,Storage,642,785,44.36,97.29,0.0268,1.001
12-06-2023,East US,Compute,785,996,91,97.22,0.0182,1.016
12-06-2023,East US,Storage,1611,1712,193.77,,0.0276,1.074
12-06-2023,West Europe,Compute,1220,1485,157.71,97.47,0.0306,0.817
12-06-2023,West Europe,Storage,1528,1631,97.99,97.93,0.014,1.047
12-06-2023,Central India,Compute,968,1187,123.24,97.31,0.03,0.917
12-06-2023,Central India,storage,1875,2107,99.47,99.55,0.0131,1.064
12-06-2023,Southeast Asia,Compute,1146,1398,154.98,98.14,0.0306,0.973
12-06-2023,Southeast Asia,Storage,1741,1893,119.65,97.66,0.0405,0.892
13-06-2023,East US,Compute,510,752,73.36,97.01,0.0321,1.166
13-06-2023,East US,Storage,913,985,96.06,97.76,0.0408,0.926
13-06-2023,West Europe,Compute,1301,1561,103.71,98.4,0.0438,1.167
13-06-2023,West Europe,Storage,1906,2103,178.1,99.77,0.0103,1.179
13-06-2023,Central India,Compute,1172,1225,107.47,99.18,0.0481,0.97
13-06-2023,Central India,Storage,1958,2233,218.08,97.25,0.0427,1.033
13-06-2023,Southeast Asia,Compute,1217,1428,97.59,98.41,0.0386,0.876
13-06-2023,Southeast Asia,Storage,1878,1930,166.08,99.68,0.0173,1.174
14-06-2023,East US,Compute,1973,2202,247.18,98.12,0.0429,0.95
14-06-2023,east us,storage,1064,1278,145.9,98.2,0.0162,0.823
14-06-2023,West Europe,Compute,1365,1493,184.11,98.81,0.0218,0.863
14-06-2023,West Europe,Storage,1373,1476,70.63,99.78,0.0451,0.928
14-06-2023,Central India,Compute,1859,2043,,98.8,0.0222,1.078
14-06-2023,Central India,Storage,1573,1725,201.85,97.25,0.0372,0.896
14-06-2023,Southeast Asia,Compute,1103,1207,88.08,98.74,0.0431,0.955
14-06-2023,Southeast Asia,Storage,1670,1852,137.75,99.58,0.0415,1.033
15-06-2023,east us,Compute,1322,1551,87.51,99.8,0.0472,0.951
15-06-2023,East US,Storage,720,901,66.29,99.56,0.0409,1.111
15-06-2023,West Europe,Compute,814,1015,79.43,98.18,0.0264,0.909
15-06-2023,West Europe,Storage,693,943,49.15,99.83,0.015,0.991
15-06-2023,Central India,Compute,1632,1733,174.94,99.27,0.0286,0.854
15-06-2023,Central India,Storage,774,869,99.4,99.13,0.0436,0.982
15-06-2023,Southeast Asia,Compute,1566,1702,117.25,98.74,0.0425,1.029
15-06-2023,Southeast Asia,Storage,831,917,42.15,98.76,0.0449,1.031
16-06-2023,East US,Compute,646,837,44.29,98.88,0.0116,0.881
16-06-2023,East US,Storage,1125,1248,100.27,97.87,0.0243,1.03
16-06-2023,West Europe,Compute,,922,125.33,97.32,0.0238,1.167
16-06-2023,West Europe,Storage,787,866,68.04,99.6,0.0141,1.113
16-06-2023,Central India,Compute,855,998,71.51,99.51,0.0495,1.15
16-06-2023,central india,Storage,962,1044,55.87,97.15,0.0398,1.073
16-06-2023,Southeast Asia,Compute,744,921,73.1,97.21,0.0255,1.009
16-06-2023,Southeast Asia,Storage,1773,2049,209.25,98.74,0.0183,0.998
17-06-2023,East US,Compute,592,666,69.44,98.68,0.022,1.104
17-06-2023,East US,Storage,1336,1474,98.49,99.64,0.0443,0.893
17-06-2023,West Europe,compute,,1349,165.49,99.86,0.0267,1.024
17-06-2023,West Europe,Storage,566,841,50.91,98.98,0.0371,1.03
17-06-2023,Central India,Compute,662,902,48.26,98.82,0.0135,1.2
17-06-2023,Central India,Storage,1113,1353,86.7,97.04,0.0116,1.123
17-06-2023,Southeast Asia,Compute,1439,1585,164.26,97.91,0.0378,0.904
17-06-2023,southeast asia,Storage,1423,1560,189.24,99.98,0.0467,1.08
18-06-2023,East US,Compute,967,1124,127.02,98.24,0.0325,0.9
18-06-2023,East US,Storage,1178,1475,98.01,97.01,0.0481,0.937
18-06-2023,West Europe,Compute,1424,1672,188.63,98.66,0.0287,1.101
18-06-2023,West Europe,Storage,956,1086,86.99,97.63,0.0254,1.19
18-06-2023,Central India,Compute,530,765,57.33,97.67,0.0369,1.084
18-06-2023,Central India,Storage,696,849,69.8,98.51,0.0426,0.903
18-06-2023,Southeast Asia,Compute,671,871,47.96,98.22,0.0462,0.867
18-06-2023,Southeast Asia,Storage,1897,2021,103.42,98.43,0.0268,0.933
19-06-2023,East US,Compute,750,978,74.32,97.44,0.012,0.912
19-06-2023,East US,Storage,1194,1352,126.38,97.48,0.024,1.152
19-06-2023,West Europe,Compute,1863,2162,204.83,98.48,0.0115,1.059
19-06-2023,West Europe,Storage,1309,1506,188.49,98.66,0.0114,0.904
19-06-2023,Central India,Compute,674,850,86.36,98.99,0.0252,0.907
19-06-2023,Central India,Storage,1222,1439,75.01,99.5,0.0138,1.104
19-06-2023,Southeast Asia,Compute,1051,1175,131.22,97.45,0.0251,0.989
19-06-2023,Southeast Asia,Storage,1508,1722,105.31,97.28,0.0451,1.17
20-06-2023,East US,Compute,1987,2106,182.28,99.05,0.0232,0.916
20-06-2023,East US,Storage,677,935,77.47,97.01,0.0462,0.989
20-06-2023,West Europe,Compute,941,1026,82.9,98.49,0.0373,0.823
20-06-2023,West Europe,Storage,1596,1686,87.46,99.44,0.0406,1.182
20-06-2023,Central India,Compute,1190,1433,159.56,97.49,0.0119,1.116
20-06-2023,Central India,Storage,1440,1618,188.67,97.05,0.0126,0.811
20-06-2023,Southeast Asia,Compute,1589,1843,113.01,97.48,0.0195,0.817
20-06-2023,Southeast Asia,Storage,1905,1995,111.43,99.73,0.0448,0.841
21-06-2023,East US,Compute,,812,50.09,99.91,0.0478,0.887
21-06-2023,East US,Storage,650,731,55.77,98.17,0.0161,1.019
21-06-2023,West Europe,Compute,1031,1330,75.48,97.72,0.0233,0.977
21-06-2023,West Europe,Storage,726,829,81.28,99.35,0.0452,0.999
21-06-2023,Central India,Compute,1439,1489,135.65,97.83,0.0409,0.986
21-06-2023,Central India,Storage,1113,1355,78.01,98.03,0.0414,0.9
21-06-2023,Southeast Asia,Compute,1657,1816,179.67,99.58,0.0318,1.062
21-06-2023,southeast asia,Storage,1358,1538,125.7,97.14,0.0128,1.197
22-06-2023,East US,Compute,1522,1680,136.61,99.06,0.0267,1.083
22-06-2023,East US,Storage,1523,1579,213.61,98.49,0.0168,1.147
22-06-2023,West Europe,Compute,1290,1394,187.04,99.91,0.0144,0.846
22-06-2023,West Europe,Storage,1029,1099,86.56,99.24,0.0324,1.159
22-06-2023,Central India,Compute,1239,1362,155.47,97.37,0.018,0.958
22-06-2023,Central India,Storage,600,856,39,99.04,0.0303,1.178
22-06-2023,Southeast Asia,Compute,1863,1992,126.49,99.84,0.048,1.145
22-06-2023,Southeast Asia,Storage,899,1121,58.13,97.3,0.0196,1.014
23-06-2023,East US,Compute,1850,1942,161.58,97.75,0.0202,0.939
23-06-2023,East US,Storage,1646,1707,139.96,98.81,0.0129,1.132
23-06-2023,West Europe,Compute,1298,1558,,99.67,0.0222,1.024
23-06-2023,West Europe,storage,712,866,74,99.55,0.0499,1.016
23-06-2023,Central India,Compute,583,656,77.72,100,0.011,0.819
23-06-2023,Central India,Storage,1944,2013,277.56,97.18,0.0206,1.077
23-06-2023,Southeast Asia,Compute,1368,1565,171.37,98.16,0.033,0.891
23-06-2023,Southeast Asia,Storage,1333,1611,193.4,99.45,0.0449,1.011
24-06-2023,east us,Compute,1884,1972,186.58,97.93,0.0177,0.897
